ID;Job Title;Salary Estimate;Rating;Company Name;Location;Headquarters;Size;Founded;Type of ownership;Industry;Sector;Revenue;Competitors
621;RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT;$52K-$91K (Glassdoor est.);3.9;Southwest Research Institute;San Antonio, TX;San Antonio, TX;1001 to 5000 employees;1947;Nonprofit Organization;Research & Development;Business Services;$500 million to $1 billion (USD);Los Alamos National Laboratory, Battelle, SRI International
622;Senior Scientist - Toxicologist - Product Integrity (Stewardship);$47K-$101K (Glassdoor est.);3.1;Reynolds American;Winston-Salem, NC;Winston-Salem, NC;5001 to 10000 employees;1875;Company - Private;Consumer Products Manufacturing;Manufacturing;$10+ billion (USD);-1
623;Systems Engineer II - Data Analyst;$49K-$76K (Glassdoor est.);3.7;Raytheon;Huntsville, AL;Waltham, MA;10000+ employees;1922;Company - Public;Aerospace & Defense;Aerospace & Defense;$10+ billion (USD);-1
624;Senior Research Analytical Scientist-Non-Targeted Analysis;$43K-$88K (Glassdoor est.);4.3;RTI International;Durham, NC;Research Triangle Park, NC;1001 to 5000 employees;1958;Nonprofit Organization;Research & Development;Business Services;$500 million to $1 billion (USD);Westat, Abt Associates, Chemonics International
625;Data Scientist;$61K-$109K (Glassdoor est.);3.8;DICK'S Sporting Goods - Corporate;Coraopolis, PA;Coraopolis, PA;10000+ employees;1948;Company - Public;Sporting Goods Stores;Retail;$5 to $10 billion (USD);REI, Academy Sports + Outdoors, Cabela's
626;Principal Data Scientist;$113K-$182K (Glassdoor est.);3.9;AstraZeneca;Gaithersburg, MD;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Roche, GlaxoSmithKline, Novartis
627;Director Data Science;$124K-$199K (Glassdoor est.);3.6;TRANZACT;Fort Lee, NJ;Fort Lee, NJ;1001 to 5000 employees;1989;Company - Private;Advertising & Marketing;Business Services;Unknown / Non-Applicable;-1
628;Data Engineer;$58K-$104K (Glassdoor est.);3.7;Carilion Clinic;Roanoke, VA;Roanoke, VA;10000+ employees;1899;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$1 to $2 billion (USD);-1
629;Sr Data Analyst - IT;$52K-$93K (Glassdoor est.);2.1;United BioSource;Blue Bell, PA;Blue Bell, PA;1001 to 5000 employees;2003;Other Organization;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$100 to $500 million (USD);Covance, ICON
630;Senior Data Engineer;$97K-$181K (Glassdoor est.);3.9;Figure Eight;San Francisco, CA;San Francisco, CA;51 to 200 employees;2008;Company - Public;Computer Hardware & Software;Information Technology;$10 to $25 million (USD);-1
631;Senior Data Engineer;$100K-$173K (Glassdoor est.);3.9;Tapjoy;San Francisco, CA;San Francisco, CA;201 to 500 employees;2007;Company - Private;Internet;Information Technology;$10 to $25 million (USD);FLURRY, Chartboost
632;Sr. Data Analyst;$58K-$108K (Glassdoor est.);3.2;DoubleVerify;New York, NY;New York, NY;201 to 500 employees;2008;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;-1
633;Research Scientist or Senior Research Scientist - Computer Vision;$81K-$161K (Glassdoor est.);4.6;Mitsubishi Electric Research Labs;Cambridge, MA;Cambridge, MA;51 to 200 employees;1991;Subsidiary or Business Segment;Research & Development;Business Services;$5 to $10 million (USD);Google, Amazon, NVIDIA
634;Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad;$53K-$96K (Glassdoor est.);3.8;Fareportal;New York, NY;New York, NY;1001 to 5000 employees;2002;Company - Private;Travel Agencies;Travel & Tourism;$2 to $5 billion (USD);Expedia Group, Orbitz Worldwide, Priceline.com
635;Data Analyst Chemist - Quality System Contractor;$61K-$110K (Glassdoor est.);2.2;Rodan and Fields, LLC;San Francisco, CA;San Francisco, CA;501 to 1000 employees;2002;Company - Private;Beauty & Personal Accessories Stores;Retail;Unknown / Non-Applicable;-1
636;Senior Scientist - Biostatistician;$65K-$96K (Glassdoor est.);3.1;Reynolds American;Winston-Salem, NC;Winston-Salem, NC;5001 to 10000 employees;1875;Company - Private;Consumer Products Manufacturing;Manufacturing;$10+ billion (USD);-1
637;Research Scientist / Principal Research Scientist - Multiphysical Systems;$115K-$220K (Glassdoor est.);4.6;Mitsubishi Electric Research Labs;Cambridge, MA;Cambridge, MA;51 to 200 employees;1991;Subsidiary or Business Segment;Research & Development;Business Services;$5 to $10 million (USD);Google, Amazon, NVIDIA
638;Research Scientist, Machine Learning Department;$71K-$144K (Glassdoor est.);2.6;Software Engineering Institute;Pittsburgh, PA;Pittsburgh, PA;501 to 1000 employees;1984;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;-1
639;Foundational Community Supports Data Analyst;$32K-$57K (Glassdoor est.);3.4;DESC;Seattle, WA;Seattle, WA;501 to 1000 employees;1979;Nonprofit Organization;Social Assistance;Non-Profit;$25 to $50 million (USD);-1
640;Senior Health Data Analyst, Star Ratings;$79K-$136K (Glassdoor est.);3.3;Johns Hopkins Health Care;Glen Burnie, MD;Baltimore, MD;1001 to 5000 employees;1889;Company - Private;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);MedStar Health, University of Maryland Medical Center, LifeBridge Health
641;Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology;Employer Provided Salary:$120K-$145K;-1;Kronos Bio;Cambridge, MA;San Mateo, CA;Unknown;-1;Company - Private;-1;-1;Unknown / Non-Applicable;-1
642;Sr. Data Analyst;$50K-$89K (Glassdoor est.);3.7;Community Behavioral Health;Philadelphia, PA;Phila, PA;201 to 500 employees;1994;Company - Private;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);-1
643;Senior Engineer, Data Management Engineering;$68K-$129K (Glassdoor est.);3.5;Western Digital;Milpitas, CA;San Jose, CA;10000+ employees;1970;Company - Public;Computer Hardware & Software;Information Technology;$10+ billion (USD);Seagate Technology, Toshiba
644;Quality Control Scientist III- Analytical Development;$48K-$113K (Glassdoor est.);2.7;Advanced BioScience Laboratories;Rockville, MD;Rockville, MD;201 to 500 employees;1961;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$25 to $50 million (USD);-1
645;Clinical Scientist, Clinical Development;$27-$47 Per Hour(Glassdoor est.);3.8;FORMA THERAPEUTICS;Watertown, MA;Watertown, MA;51 to 200 employees;2008;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10 to $25 million (USD);-1
646;Software Engineer Staff Scientist: Human Language Technologies;$74K-$124K (Glassdoor est.);3.7;Raytheon;Cambridge, MD;Waltham, MA;10000+ employees;1922;Company - Public;Aerospace & Defense;Aerospace & Defense;$10+ billion (USD);-1
647;Manager, Safety Scientist, Medical Safety & Risk Management;$68K-$125K (Glassdoor est.);3.8;Agios Pharmaceuticals;Cambridge, MA;Cambridge, MA;501 to 1000 employees;2008;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$50 to $100 million (USD);-1
648;Assistant Director/Director, Office of Data Science;$39K-$67K (Glassdoor est.);3.3;Liberty Mutual Insurance;Boston, MA;Boston, MA;10000+ employees;1912;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);Travelers, Allstate, State Farm
649;Sr. Data Engineer | Big Data SaaS Pipeline;$71K-$135K (Glassdoor est.);2.7;Bridg;Los Angeles, CA;Los Angeles, CA;1 to 50 employees;2011;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
650;Senior Risk Data Scientist;$107K-$172K (Glassdoor est.);3.8;Bill.com;Palo Alto, CA;Palo Alto, CA;501 to 1000 employees;2006;Company - Public;Financial Transaction Processing;Finance;$50 to $100 million (USD);-1
651;Data Scientist in Artificial Intelligence Early Career;$49K-$85K (Glassdoor est.);3.8;Pacific Northwest National Laboratory;Richland, WA;Richland, WA;1001 to 5000 employees;1965;Government;Energy;Oil, Gas, Energy & Utilities;$500 million to $1 billion (USD);Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory
652;Consultant - Analytics Consulting;$54K-$71K (Glassdoor est.);3;Infosys;Hartford, CT;Bengaluru, India;10000+ employees;1981;Company - Public;IT Services;Information Technology;$10+ billion (USD);Tata Consultancy Services, Accenture, Cognizant Technology Solutions
653;Scientist - CVRM Metabolism - in vivo pharmacology;$61K-$123K (Glassdoor est.);3.9;AstraZeneca;Gaithersburg, MD;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Roche, GlaxoSmithKline, Novartis
654;Data Analyst;$47K-$85K (Glassdoor est.);3.6;AXION Healthcare Solutions;New York, NY;New York, NY;1 to 50 employees;1980;Company - Private;Health Care Services & Hospitals;Health Care;$10 to $25 million (USD);The Execu|Search Group, Prime Staffing
655;Data Engineer;$65K-$124K (Glassdoor est.);3.5;Alignment Healthcare;Orange, CA;Orange, CA;501 to 1000 employees;2013;Company - Private;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;-1
656;Data Scientist;$87K-$141K (Glassdoor est.);3.6;TRANZACT;Fort Lee, NJ;Fort Lee, NJ;1001 to 5000 employees;1989;Company - Private;Advertising & Marketing;Business Services;Unknown / Non-Applicable;-1
657;Data Scientist;$56K-$95K (Glassdoor est.);4.2;ExecOnline;New York, NY;New York, NY;51 to 200 employees;2012;Company - Private;Education Training Services;Education;Unknown / Non-Applicable;Harvard Business School, Coursera, edX
658;Data Scientist;$71K-$121K (Glassdoor est.);3.5;Charter Spectrum;Maryland Heights, MO;North Salt Lake, UT;1 to 50 employees;-1;School / School District;K-12 Education;Education;$5 to $10 million (USD);-1
659;Machine Learning Engineer;$62K-$112K (Glassdoor est.);4;Mteq;Fort Belvoir, VA;Lorton, VA;501 to 1000 employees;1954;Company - Public;Aerospace & Defense;Aerospace & Defense;$100 to $500 million (USD);Harris, Fibertek
660;Data Scientist;$64K-$108K (Glassdoor est.);3.7;Brillient;Silver Spring, MD;Reston, VA;201 to 500 employees;2006;Company - Private;IT Services;Information Technology;$25 to $50 million (USD);-1
661;Senior Data Scientist;$89K-$144K (Glassdoor est.);4.4;Entefy;Palo Alto, CA;Palo Alto, CA;1 to 50 employees;2012;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;-1
662;Senior Scientist (Neuroscience);$109K-$200K (Glassdoor est.);3.5;Sunovion;Marlborough, MA;Marlborough, MA;1001 to 5000 employees;2010;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $2 billion (USD);Shire, GlaxoSmithKline, Allergan
663;Marketing Data Analyst;$35K-$62K (Glassdoor est.);3.6;San Manuel Casino;Highland, CA;Highland, CA;1001 to 5000 employees;1986;Company - Private;Gambling;Arts, Entertainment & Recreation;$100 to $500 million (USD);-1
664;Machine Learning Engineer - Regulatory;$61K-$113K (Glassdoor est.);3.7;Cboe Global Markets;Lenexa, KS;Chicago, IL;501 to 1000 employees;1973;Company - Public;Stock Exchanges;Finance;$500 million to $1 billion (USD);-1
665;Data Engineer;$55K-$105K (Glassdoor est.);3.4;Trace3;Houston, TX;Irvine, CA;501 to 1000 employees;2002;Company - Private;IT Services;Information Technology;$1 to $2 billion (USD);World Wide Technology, Presidio, Optiv
666;Medical Laboratory Scientist;$18-$25 Per Hour(Glassdoor est.);4;Texas Health Huguley Hospital;Burleson, TX;Arlington, TX;1001 to 5000 employees;1977;Hospital;Health Care Services & Hospitals;Health Care;$50 to $100 million (USD);-1
667;Principal Data Scientist;$135K-$211K (Glassdoor est.);3.7;Northrop Grumman;San Jose, CA;Falls Church, VA;10000+ employees;1939;Company - Public;Aerospace & Defense;Aerospace & Defense;$10+ billion (USD);-1
668;R&D Specialist/ Food Scientist;$39K-$66K (Glassdoor est.);2.4;Teasdale Latin Foods;Hoopeston, IL;Flower Mound, TX;501 to 1000 employees;-1;Company - Private;Food & Beverage Manufacturing;Manufacturing;$100 to $500 million (USD);-1
669;Data Engineer;$57K-$80K (Glassdoor est.);3.5;Saama Technologies Inc;Phoenix, AZ;Campbell, CA;501 to 1000 employees;1997;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;Accenture, Deloitte, IBM
670;Associate Principal Scientist, Pharmacogenomics;$63K-$127K (Glassdoor est.);3.9;AstraZeneca;Gaithersburg, MD;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Roche, GlaxoSmithKline, Novartis
671;Data Scientist - Systems Engineering;$50K-$89K (Glassdoor est.);3.2;MITRE;Bedford, MA;Bedford, MA;5001 to 10000 employees;1958;Nonprofit Organization;Federal Agencies;Government;$1 to $2 billion (USD);Battelle, General Atomics, SAIC
672;Senior Data Scientist;$82K-$132K (Glassdoor est.);4.4;The David J. Joseph Company;Cincinnati, OH;Cincinnati, OH;201 to 500 employees;1885;Subsidiary or Business Segment;Metals Brokers;Mining & Metals;Unknown / Non-Applicable;-1
673;Data Scientist SR;$85K-$139K (Glassdoor est.);3.9;The Buffalo Group;Charlottesville, VA;Reston, VA;501 to 1000 employees;2010;Company - Private;IT Services;Information Technology;$100 to $500 million (USD);ManTech, Booz Allen Hamilton, Leidos
674;Data Scientist;$72K-$121K (Glassdoor est.);3.4;CompQsoft;Washington, DC;Houston, TX;51 to 200 employees;1997;Company - Private;Consulting;Business Services;$10 to $25 million (USD);-1
675;Scientist, Bacteriology;$74K-$149K (Glassdoor est.);2.1;Cerus Corporation;Concord, CA;Concord, CA;201 to 500 employees;-1;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$25 to $50 million (USD);-1
676;Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence;$113K-$196K (Glassdoor est.);3.7;Takeda Pharmaceuticals;Cambridge, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
677;Data Scientist;$69K-$121K (Glassdoor est.);3.4;Remedy BPCI Partners, LLC.;New York, NY;Norwalk, CT;201 to 500 employees;2011;Company - Private;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;Healthfirst (New York), naviHealth
678;Data Scientist;$71K-$124K (Glassdoor est.);4;Strategic Financial Solutions;New York, NY;New York, NY;501 to 1000 employees;2007;Company - Private;Consumer Product Rental;Consumer Services;Unknown / Non-Applicable;National Debt Relief, Freedom Financial Network
679;Senior Data Scientist;$97K-$160K (Glassdoor est.);4.4;Maven Wave Partners;Chicago, IL;Chicago, IL;201 to 500 employees;2008;Company - Private;Consulting;Business Services;$50 to $100 million (USD);-1
680;Senior Research Scientist-Machine Learning;$81K-$167K (Glassdoor est.);2.6;Software Engineering Institute;Pittsburgh, PA;Pittsburgh, PA;501 to 1000 employees;1984;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;-1
681;Principal Data Scientist;$150K-$238K (Glassdoor est.);3.2;The Climate Corporation;San Francisco, CA;San Francisco, CA;501 to 1000 employees;2006;Subsidiary or Business Segment;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;Granular, Intuit, John Deere
682;Clinical Laboratory Scientist;$24-$39 Per Hour(Glassdoor est.);3.7;Vail Health;Vail, CO;Vail, CO;501 to 1000 employees;1966;Hospital;Health Care Services & Hospitals;Health Care;$100 to $500 million (USD);-1
683;Data Analyst 1, full-time contract worker for up to 12 months;$35K-$65K (Glassdoor est.);4.2;The Church of Jesus Christ of Latter-day Saints;Salt Lake City, UT;Salt Lake City, UT;10000+ employees;-1;Nonprofit Organization;Religious Organizations;Non-Profit;Unknown / Non-Applicable;-1
684;Data Scientist;$77K-$132K (Glassdoor est.);3.5;Crossix Solutions;New York, NY;New York, NY;201 to 500 employees;2005;Company - Public;Advertising & Marketing;Business Services;Unknown / Non-Applicable;-1
685;Data Scientist;$51K-$88K (Glassdoor est.);4.3;Solugenix Corporation;Phoenix, AZ;Brea, CA;201 to 500 employees;1969;Company - Private;IT Services;Information Technology;$50 to $100 million (USD);-1
686;Data Scientist;$101K-$141K (Glassdoor est.);2.6;West Coast University;Irvine, CA;Irvine, CA;10000+ employees;1997;Company - Private;Colleges & Universities;Education;Unknown / Non-Applicable;-1
687;Data Engineer - Consultant (Charlotte Based);$59K-$112K (Glassdoor est.);4.2;Clarity Insights;Charlotte, NC;Chicago, IL;201 to 500 employees;2008;Company - Private;IT Services;Information Technology;Unknown / Non-Applicable;-1
688;Data Engineer;$79K-$147K (Glassdoor est.);3.1;NCSOFT;Aliso Viejo, CA;Seoul, South Korea;1001 to 5000 employees;1997;Company - Public;Video Games;Media;$10+ billion (USD);Blizzard Entertainment, Riot Games, Electronic Arts
689;Data Scientist (Warehouse Automation);$79K-$127K (Glassdoor est.);3.8;SoftBank Robotics;San Francisco, CA;Paris, France;201 to 500 employees;2005;Subsidiary or Business Segment;Consumer Products Manufacturing;Manufacturing;$25 to $50 million (USD);-1
690;Scientist, Immuno-Oncology;$62K-$119K (Glassdoor est.);3.9;GSK;Cambridge, MA;Brentford, United Kingdom;10000+ employees;1830;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Pfizer, AstraZeneca, Merck
691;Senior Data Scientist;$119K-$187K (Glassdoor est.);4.3;Factual;Los Angeles, CA;Los Angeles, CA;51 to 200 employees;2008;Company - Private;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;Foursquare
692;Jr. Data Scientist;$81K-$132K (Glassdoor est.);3.2;MITRE;McLean, VA;Bedford, MA;5001 to 10000 employees;1958;Nonprofit Organization;Federal Agencies;Government;$1 to $2 billion (USD);Battelle, General Atomics, SAIC
693;Senior Data Scientist;Employer Provided Salary:$120K-$140K;5;SkySync;Ann Arbor, MI;Ann Arbor, MI;51 to 200 employees;2011;Company - Private;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;-1
694;Products Data Analyst II;$90K-$157K (Glassdoor est.);3.3;TriNet;Dublin, CA;Dublin, CA;1001 to 5000 employees;1988;Company - Public;Consulting;Business Services;$2 to $5 billion (USD);Paychex, Insperity, ADP
695;Data Architect / Data Modeler;$63K-$110K (Glassdoor est.);4.3;Medidata Solutions;New York, NY;New York, NY;1001 to 5000 employees;1999;Company - Public;Enterprise Software & Network Solutions;Information Technology;$500 million to $1 billion (USD);Oracle
696;Analytics Manager - Data Mart;$42K-$86K (Glassdoor est.);3.5;Central California Alliance for Health;Scotts Valley, CA;Scotts Valley, CA;501 to 1000 employees;1996;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);-1
697;Lead Data Analyst;$32K-$62K (Glassdoor est.);3.9;Signpost;New York, NY;New York, NY;201 to 500 employees;2010;Company - Private;Internet;Information Technology;$10 to $25 million (USD);-1
698;Data Science Engineer - Mobile;$116K-$208K (Glassdoor est.);4;Adobe;San Jose, CA;San Jose, CA;10000+ employees;1982;Company - Public;Computer Hardware & Software;Information Technology;$5 to $10 billion (USD);Apple, Microsoft
699;Senior Data Scientist Oncology;$107K-$173K (Glassdoor est.);3.9;AstraZeneca;Gaithersburg, MD;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Roche, GlaxoSmithKline, Novartis
700;Data Scientist;$65K-$113K (Glassdoor est.);3.4;DatamanUSA, LLC;Olympia, WA;Centennial, CO;51 to 200 employees;-1;Company - Private;IT Services;Information Technology;$5 to $10 million (USD);-1
701;Sr. Data Engineer - Contract-to-Hire (Java);$69K-$127K (Glassdoor est.);3;Pilot Flying J Travel Centers LLC;Knoxville, TN;Knoxville, TN;10000+ employees;1958;Company - Private;Gas Stations;Retail;$10+ billion (USD);TravelCenters of America, Love's Travel Stops & Country Stores, Wawa
702;Senior Data Scientist - R&D Oncology;$102K-$172K (Glassdoor est.);3.9;AstraZeneca;New York, NY;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Roche, GlaxoSmithKline, Novartis
703;Data Engineer;$74K-$124K (Glassdoor est.);4;Pinnacol Assurance;Denver, CO;Denver, CO;501 to 1000 employees;1915;Nonprofit Organization;Insurance Carriers;Insurance;$500 million to $1 billion (USD);-1
704;Food Scientist - Developer;$40K-$68K (Glassdoor est.);3.3;Palermo's Pizza;Milwaukee, WI;Milwaukee, WI;501 to 1000 employees;1964;Company - Private;Food & Beverage Manufacturing;Manufacturing;Unknown / Non-Applicable;-1
705;Senior Data Engineer;$76K-$142K (Glassdoor est.);3.2;Equian LLC;Franklin, TN;Indianapolis, IN;1001 to 5000 employees;2004;Company - Private;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;-1
706;Data Engineer;$76K-$142K (Glassdoor est.);3.4;MetroStar Systems;Rockville, MD;Reston, VA;201 to 500 employees;1999;Company - Private;IT Services;Information Technology;$25 to $50 million (USD);-1
707;Senior Data Scientist;$108K-$171K (Glassdoor est.);4.4;MathWorks;Natick, MA;Natick, MA;1001 to 5000 employees;1984;Company - Private;Computer Hardware & Software;Information Technology;$1 to $2 billion (USD);-1
708;Director II, Data Science - GRM Actuarial;$202K-$306K (Glassdoor est.);3.3;Liberty Mutual Insurance;Chicago, IL;Boston, MA;10000+ employees;1912;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);Travelers, Allstate, State Farm
709;Machine Learning Engineer;$91K-$159K (Glassdoor est.);3.2;Information Builders;New York, NY;New York, NY;1001 to 5000 employees;1975;Company - Private;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;Qlik, Tableau Software, Informatica
710;Sr Expert Data Science, Advanced Visual Analytics (Associate level);$80K-$133K (Glassdoor est.);3.8;Novartis;Cambridge, MA;Basel, Switzerland;10000+ employees;1996;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);-1
711;MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB;$21-$34 Per Hour(Glassdoor est.);3.6;Beebe Healthcare;Millville, DE;Lewes, DE;1001 to 5000 employees;1935;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$100 to $500 million (USD);-1
712;Scientist, Molecular/Cellular Biologist;$49K-$97K (Glassdoor est.);2.9;Audentes Therapeutics;South San Francisco, CA;San Francisco, CA;201 to 500 employees;2012;Subsidiary or Business Segment;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio
713;Staff Scientist-Downstream Process Development;$49K-$113K (Glassdoor est.);2.7;Advanced BioScience Laboratories;Rockville, MD;Rockville, MD;201 to 500 employees;1961;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$25 to $50 million (USD);-1
714;Data Scientist;$96K-$161K (Glassdoor est.);3.2;Numeric, LLC;Philadelphia, PA;Chadds Ford, PA;1 to 50 employees;-1;Company - Private;Staffing & Outsourcing;Business Services;$5 to $10 million (USD);-1
715;Scientist - Analytical Services;$65K-$134K (Glassdoor est.);3.1;Reynolds American;Winston-Salem, NC;Winston-Salem, NC;5001 to 10000 employees;1875;Company - Private;Consumer Products Manufacturing;Manufacturing;$10+ billion (USD);-1
716;Associate Scientist / Sr. Associate Scientist, Antibody Discovery;$59K-$125K (Glassdoor est.);4;23andMe;South San Francisco, CA;Sunnyvale, CA;501 to 1000 employees;2006;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;Ancestry, Verily Life Sciences, Abbott Laboratories
717;Associate Data Analyst- Graduate Development Program;$32K-$59K (Glassdoor est.);3.3;National Interstate;Richfield, OH;Richfield, OH;501 to 1000 employees;1989;Company - Private;Insurance Carriers;Insurance;$500 million to $1 billion (USD);-1
718;Sr. Data Engineer;$87K-$158K (Glassdoor est.);4.5;Moser Consulting;Indianapolis, IN;Indianapolis, IN;51 to 200 employees;1996;Company - Private;Consulting;Business Services;$25 to $50 million (USD);-1
719;Clinical Data Analyst;$27K-$48K (Glassdoor est.);3;Greenway Health;Tampa, FL;Tampa, FL;1001 to 5000 employees;1977;Subsidiary or Business Segment;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);eClinicalWorks, NextGen Healthcare, athenahealth
720;IT Associate Data Analyst;$39K-$69K (Glassdoor est.);3.7;The Hanover Insurance Group;Worcester, MA;Worcester, MA;5001 to 10000 employees;1852;Company - Public;Insurance Carriers;Insurance;$5 to $10 billion (USD);-1
721;Business Data Analyst;$36K-$71K (Glassdoor est.);3.8;Fareportal;New York, NY;New York, NY;1001 to 5000 employees;2002;Company - Private;Travel Agencies;Travel & Tourism;$2 to $5 billion (USD);Expedia Group, Orbitz Worldwide, Priceline.com
722;Senior Insurance Data Scientist;$107K-$173K (Glassdoor est.);3.9;TransUnion;Chicago, IL;Chicago, IL;5001 to 10000 employees;1968;Company - Public;Financial Analytics & Research;Finance;$1 to $2 billion (USD);-1
723;Senior Data Science Systems Engineer;$56K-$99K (Glassdoor est.);3.2;MITRE;Hampton, VA;Bedford, MA;5001 to 10000 employees;1958;Nonprofit Organization;Federal Agencies;Government;$1 to $2 billion (USD);Battelle, General Atomics, SAIC
724;ENVIRONMENTAL ENGINEER/SCIENTIST;Employer Provided Salary:$25-$28 Per Hour;3.3;Mcphail Associates;Cambridge, MA;Cambridge, MA;1 to 50 employees;1976;Company - Private;Construction;Construction, Repair & Maintenance;Unknown / Non-Applicable;-1
725;Senior Scientist - Regulatory Submissions;$80K-$155K (Glassdoor est.);3.1;Reynolds American;Winston-Salem, NC;Winston-Salem, NC;5001 to 10000 employees;1875;Company - Private;Consumer Products Manufacturing;Manufacturing;$10+ billion (USD);-1
726;Scientist - Biomarker and Flow Cytometry;$43K-$98K (Glassdoor est.);2.4;Crown Bioscience;San Diego, CA;San Diego, CA;501 to 1000 employees;2006;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$50 to $100 million (USD);-1
727;Revenue Analytics Manager;$45K-$78K (Glassdoor est.);4.8;HOVER;San Francisco, CA;San Francisco, CA;51 to 200 employees;2011;Company - Private;Computer Hardware & Software;Information Technology;$25 to $50 million (USD);-1
728;Sr. Scientist Method Development;$50K-$110K (Glassdoor est.);2.9;Q2 Solutions;Marietta, GA;Morrisville, NC;1001 to 5000 employees;2015;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;-1
729;Associate Scientist, LC/MS Biologics;$44K-$96K (Glassdoor est.);2.9;Q2 Solutions;Ithaca, NY;Morrisville, NC;1001 to 5000 employees;2015;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;-1
730;Research Scientist, Immunology - Cancer Biology;Employer Provided Salary:$100K-$140K;-1;Kronos Bio;Cambridge, MA;San Mateo, CA;Unknown;-1;Company - Private;-1;-1;Unknown / Non-Applicable;-1
731;IT - Data Engineer II;$61K-$119K (Glassdoor est.);3.4;Arbella Insurance;Quincy, MA;Quincy, MA;1001 to 5000 employees;1988;Company - Private;Insurance Carriers;Insurance;$100 to $500 million (USD);-1
732;Machine Learning Engineer (NLP);$80K-$142K (Glassdoor est.);4.1;CK-12 Foundation;Palo Alto, CA;Palo Alto, CA;1 to 50 employees;2007;Company - Private;K-12 Education;Education;Unknown / Non-Applicable;-1
733;Senior Data Analyst;$99K-$178K (Glassdoor est.);3.9;Life360;San Francisco, CA;San Francisco, CA;51 to 200 employees;2008;Company - Public;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;-1
